oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
playa ensenada  casa en venta  4r 3.5b  ensenada,65257875.0,845.0,,,31.1284668774,-116.3025468201,easyaviso,2025-09-27 22:24:19.403530,77228.25443786982
casa en venta,11029500.0,760.0,9.0,10.0,32.0956281,-116.572572,easyaviso,2025-09-27 22:24:19.403530,14512.5
1797 m2 y 2184 m2 con acceso por carretera principal en valle de guadalupe,682119.4275,494.0,,,32.0756669,-116.6243396,easyaviso,2025-09-27 22:24:19.403530,1380.8085576923077
2547 m2 con vinedo frente a carretera principal en valle de guadalupe,1800000.0,0.0,,,31.8899739,-116.5980299,easyaviso,2025-09-27 22:24:19.403530,inf
hotel boutique en venta,16176600.0,850.0,6.0,5.0,32.4699486,-116.9086438,easyaviso,2025-09-27 22:24:19.403530,19031.29411764706
casa en venta,9099337.5,648.0,2.0,4.0,31.8575279,-116.5830316,easyaviso,2025-09-27 22:24:19.403530,14042.1875
casa en venta,3500000.0,137.0,2.0,3.0,31.8650583,-116.5839216,easyaviso,2025-09-27 22:24:19.403530,25547.445255474453
casa en venta 3 rec col. marquez de leon,2950000.0,157.0,3.0,4.0,31.8958520579,-116.5946644564,easyaviso,2025-09-27 22:24:19.403530,18789.808917197453
oportunidad de inversion lomas de valle verde,2310000.0,,2.0,4.0,31.9050094,-116.5938672,easyaviso,2025-09-27 22:24:19.403530,
ruiz cortinez  casa nueva  4r 3b  ensenada,430000.0,625.0,,,31.7151989,-116.571388,easyaviso,2025-09-27 22:24:19.403530,688.0
casa en venta de 4 recamaras en el prado,808830.0,90.0,,,32.100357,-116.5802068,easyaviso,2025-09-27 22:24:19.403530,8987.0
casa en venta en villa colonial ensenada b.c,8953836.0,228.0,3.0,3.0,31.8525687,-116.5865593,easyaviso,2025-09-27 22:24:19.403530,39271.21052631579
venta de residencia de lujo en bajamar ensenada,9558900.0,170.0,2.0,2.0,31.8657858695,-116.6684532166,easyaviso,2025-09-27 22:24:19.403530,56228.82352941176
casa en venta,4402608.75,,2.0,2.0,31.8752281988,-116.6222749801,easyaviso,2025-09-27 22:24:19.403530,
departamentos de lujo en preventa en colonia azteca,3100000.0,,2.0,3.0,31.85409,-116.5699625,easyaviso,2025-09-27 22:24:19.403530,
venta de hermoso departamento amueblado en entremar,2095000.0,100.0,,3.0,31.897628592,-116.5712992649,easyaviso,2025-09-27 22:24:19.403530,20950.0
preventa de condominios con vista al mar en el centro de ensenada b.c.,2200000.0,60.9,,2.0,31.8973517,-116.5739137,easyaviso,2025-09-27 22:24:19.403530,36124.7947454844
casa en venta en granja del gallo ensenada,13000000.0,0.0,,,28.5843231028,-114.1477809154,easyaviso,2025-09-27 22:24:19.403530,inf
se vende casa en misiones de la presa ii ensenada baja california,3700000.0,128.21,2.0,3.0,31.786831,-116.5906097,easyaviso,2025-09-27 22:24:19.403530,28858.903361672255
casa en venta en vinedos del mar modelo teide,4188452.625,217.0,,,31.8892222,-116.6809248,easyaviso,2025-09-27 22:24:19.403530,19301.625
casa en venta en punta piedra  modelo santa rosalia,8639775.0,249.0,3.0,3.0,31.8952984,-116.5597258,easyaviso,2025-09-27 22:24:19.403530,34697.89156626506
casa en venta en punta piedra,1550000.0,223.0,,,31.8892222,-116.6809248,easyaviso,2025-09-27 22:24:19.403530,6950.67264573991
comoda casa en venta en priv. maria teresa,5500000.0,144.0,3.0,4.0,31.8326008951,-116.595407414,easyaviso,2025-09-27 22:24:19.403530,38194.444444444445
hermosa y acogedora casa en venta en punta piedra ensenada b.c. en 348000usd,5055187.5,166.0,2.0,2.0,32.0196837489,-116.8648905515,easyaviso,2025-09-27 22:24:19.403530,30452.93674698795
hermosa casa en venta en valle dorado ensenada b.c. seccion lagos.,6322238.0,747.93,,,28.7538041523,-114.1103728414,easyaviso,2025-09-27 22:24:19.403530,8452.980893933925
casa de pueblo 23  villas country club,1470600.0,463.0,,,31.7187949464,-116.574484847,easyaviso,2025-09-27 22:24:19.403530,3176.241900647948
hermosa casa  grande con vista a la bahia de ensenada en esquina,3700000.0,128.21,2.0,3.0,31.8557021,-116.6057392,easyaviso,2025-09-27 22:24:19.403530,28858.903361672255
casa nueva con amenidades. equipadaopcional. entrega inmediata.,160000.0,151.0,2.0,2.0,32.1322505675,-116.8815578233,easyaviso,2025-09-27 22:24:19.403530,1059.6026490066224
casa en venta,2800000.0,126.4,2.0,4.0,31.8293868,-116.5863344,easyaviso,2025-09-27 22:24:19.403530,22151.898734177215
inversion en ensenada,15625125.0,430.0,4.0,4.0,31.9021644,-116.7286001,easyaviso,2025-09-27 22:24:19.403530,36337.5
casa de un nivel en fracc. colinas de la presa.,9007425.0,155.0,2.0,2.0,31.8614209,-116.6476466,easyaviso,2025-09-27 22:24:19.403530,58112.41935483871
departamento amueblado en venta  torre barlovento ensenada b.c.,682119.4275,494.0,,,32.0756669,-116.6243396,easyaviso,2025-09-27 22:24:19.403530,1380.8085576923077
hotel boutique en venta en valle de guadalupe,1378687.5,251.0,,,31.8643904,-116.6479655,easyaviso,2025-09-27 22:24:19.403530,5492.778884462152
se vende casa 3 pisos en quetzal residencial ensenada bc,3150000.0,125.0,2.0,3.0,31.8537934487,-116.5705353776,easyaviso,2025-09-27 22:24:19.403530,25200.0
casas en venta,8180212.5,190.0,2.0,3.0,32.100015846,-116.565042408,easyaviso,2025-09-27 22:24:19.403530,43053.75
se vende casa de 3 recamaras en granjas el gallo ensenada.,12867750.0,,2.0,3.0,31.8611214492,-116.6478388696,easyaviso,2025-09-27 22:24:19.403530,
casa en venta en privada maria teresa,4816215.0,75.0,,2.0,32.0561126,-116.8815121,easyaviso,2025-09-27 22:24:19.403530,64216.2
casa en venta en privada san fernando,2045557.5408,545.52,,,31.9410919428,-116.6631317139,easyaviso,2025-09-27 22:24:19.403530,3749.7388561372636
departamento amueblado en venta en torre barlovento,1281186.72,969.78,,,31.7859907,-116.5705698,easyaviso,2025-09-27 22:24:19.403530,1321.1106848976056
condominio en venta en yacht point puerto la salina,5514750.0,232.0,3.0,5.0,31.7813754,-116.6107572,easyaviso,2025-09-27 22:24:19.403530,23770.474137931036
299  colinas de mexicali,12849367.5,335.0,3.0,4.0,31.8786885,-116.5483888,easyaviso,2025-09-27 22:24:19.403530,38356.32089552239
penthouse de lujo frente al mar,5239012.5,758.8,,,31.8726129015,-116.6695885585,easyaviso,2025-09-27 22:24:19.403530,6904.339088033738
hermosa hectarea 6900 mt2 en el corazon de valle de guadalupe,3150000.0,113.0,,2.0,31.851208,-116.5694727,easyaviso,2025-09-27 22:24:19.403530,27876.106194690266
se vende casa amuebla y con vista al mar en ensenada,5150000.0,192.1,2.0,3.0,31.9161068157,-116.6924301463,easyaviso,2025-09-27 22:24:19.403530,26808.95366996356
casa en venta  gali residencial,2464000.0,300.0,,,31.8747092,-116.6582509,easyaviso,2025-09-27 22:24:19.403530,8213.333333333334
casa en venta en vinedos del mar en ensenada baja california,7800000.0,689.52,,,32.0716121,-116.6212451,easyaviso,2025-09-27 22:24:19.403530,11312.217194570136
casa en venta en porticos del mar ensenada,5330925.0,955.0,,,31.9030478,-116.6766195,easyaviso,2025-09-27 22:24:19.403530,5582.120418848168
rancho en venta en el corazon de la ruta del vino  oportunidad de inversion,36000000.0,,,,31.9109332,-116.2724304,easyaviso,2025-09-27 22:24:19.403530,
venta hacienda la burrita frente al mar playa privada ensenada rosarito,1911780.0,249.8,,,32.0515372774,-116.8814523018,easyaviso,2025-09-27 22:24:19.403530,7653.24259407526
casas y departamentos en venta en vinedos del mar,34007625.0,424.76,4.0,3.0,31.8608115208,-116.6471811702,easyaviso,2025-09-27 22:24:19.403530,80063.15331010454
casas y departamentos en venta en vinedos del mar,772065.0,128.0,,,31.7923452652,-116.5790775757,easyaviso,2025-09-27 22:24:19.403530,6031.7578125
casa en venta  en  playitas,1400000.0,238.25,,,31.7812756,-116.6133837,easyaviso,2025-09-27 22:24:19.403530,5876.1804826862535
25000 m2 en punta piedra con vista al mar,6433875.0,200.0,3.0,3.0,32.0922671301,-116.8428908787,easyaviso,2025-09-27 22:24:19.403530,32169.375
casa centrica de 1 nivel en fracc. buenaventura,14614087.5,220.0,2.0,3.0,31.884016,-116.6092269,easyaviso,2025-09-27 22:24:19.403530,66427.67045454546
casa en venta en amaralta,3200000.0,120.0,2.0,2.0,31.8464581,-116.5928305,easyaviso,2025-09-27 22:24:19.403530,26666.666666666668
se vende casa amueblada en vinedos del mar,9500000.0,281.0,3.0,4.0,31.8655704,-116.6556402,easyaviso,2025-09-27 22:24:19.403530,33807.829181494664
venta de condominio en pacifica ensenada b.c.,4130000.0,140.0,2.0,3.0,31.8387671835,-116.6078175857,easyaviso,2025-09-27 22:24:19.403530,29500.0
hermosa casa en venta en valle dorado seccion rios,3300000.0,125.0,2.0,3.0,31.8535334022,-116.569936133,easyaviso,2025-09-27 22:24:19.403530,26400.0
casa en venta fraccionamiento san marino zona norte,11948625.0,250.0,,,32.0142761011,-116.8738522486,easyaviso,2025-09-27 22:24:19.403530,47794.5
casas en preventa,2990000.0,157.7,,3.0,31.8763427999,-116.6600115861,easyaviso,2025-09-27 22:24:19.403530,18960.05072923272
se vende casa en granjas  el gallo,3195000.0,125.0,2.0,3.0,31.902968206,-116.6903189634,easyaviso,2025-09-27 22:24:19.403530,25560.0
casa con vista al mar en venta en pedregal playitas ensenada.,29595310.29,439.89,,,31.9048493189,-116.7264658574,easyaviso,2025-09-27 22:24:19.403530,67278.88856304986
casa en preventa ubicada en sauzal 3 rec 2.5 ban 3195000,3350000.0,186.0,3.0,5.0,31.8480414,-116.5790888,easyaviso,2025-09-27 22:24:19.403530,18010.752688172044
se vende casa de oportunidad,8272106.6175,645.0,,,31.9693712321,-116.6307026821,easyaviso,2025-09-27 22:24:19.403530,12824.9715
1.08 ha en venta en san antonio de las minas valle de guadalupe,12178406.25,650.0,,,32.016629,-116.872037,easyaviso,2025-09-27 22:24:19.403530,18736.009615384617
casa en venta  fraccionamiento andarez ensenada,14338350.0,750.0,3.0,5.0,31.8701778773,-116.6328696329,easyaviso,2025-09-27 22:24:19.403530,19117.8
se vende casa amplia en privada,8639775.0,249.0,3.0,3.0,32.0868658,-116.8816293,easyaviso,2025-09-27 22:24:19.403530,34697.89156626506
venta de casa en puerta del mar,7647120.0,232.0,3.0,3.0,32.0868658,-116.8816293,easyaviso,2025-09-27 22:24:19.403530,32961.724137931036
hermosa casa en venta en punta piedra  seccion mision ensenada b.c.,7444912.5,213.0,3.0,3.0,32.0868658,-116.8816293,easyaviso,2025-09-27 22:24:19.403530,34952.640845070426
hermosa casa en venta en punta piedra modelo santo tomas ensenada b.c.,11930242.5,320.0,5.0,4.0,32.0971979937,-116.8803796148,easyaviso,2025-09-27 22:24:19.403530,37282.0078125
hermosa casa en venta en punta piedra modelo loreto ensenada b.c.,2711418.75,510.0,,,31.8727242912,-116.6682600932,easyaviso,2025-09-27 22:24:19.403530,5316.507352941177
hermosa casa en venta en punta piedra modelo santa rosalia ensenada b.c.,9007425.0,145.0,2.0,3.0,32.0966167347,-116.8793662958,easyaviso,2025-09-27 22:24:19.403530,62120.1724137931
casa en venta con vista al oceano y casita en la loma la mision ensenada,5250000.0,217.0,2.0,3.0,31.8807140261,-116.6268146809,easyaviso,2025-09-27 22:24:19.403530,24193.548387096773
casa nueva en venta sobre calle ambar,2050000.0,80.0,,3.0,31.7869498,-116.6046972,easyaviso,2025-09-27 22:24:19.403530,25625.0
privada altamar  coronita  casas nuevas  3r 2.5b  ensenada,10073610.0,185.0,3.0,4.0,32.0924044,-116.8448458,easyaviso,2025-09-27 22:24:19.403530,54451.94594594595
casa en venta,4500000.0,150.0,2.0,2.0,31.8867464878,-116.6783923759,easyaviso,2025-09-27 22:24:19.403530,30000.0
casa con vista al mar y casita en comunidad privada  a unos minutos de la playa,3952237.5,425.0,,3.0,32.0708688386,-116.6159875608,easyaviso,2025-09-27 22:24:19.403530,9299.382352941177
haciendas de bajamar 7 3   golf community,7902636.75,291.0,2.0,3.0,32.0971497986,-116.8740338122,easyaviso,2025-09-27 22:24:19.403530,27156.827319587628
casa en venta ubicada en zona norte,6433875.0,330.0,4.0,5.0,31.8459998844,-116.6124351889,easyaviso,2025-09-27 22:24:19.403530,19496.590909090908
ejido el porvenir valle de guadalupe,4100000.0,,2.0,4.0,31.8641466,-116.5760009,easyaviso,2025-09-27 22:24:19.403530,
casa en venta,5055187.5,120.0,2.0,3.0,32.0183604084,-116.8751013383,easyaviso,2025-09-27 22:24:19.403530,42126.5625
casa con vista al mar en punta piedra ensenada  con acceso a playa,9191250.0,0.0,,,31.9616984617,-116.6417646222,easyaviso,2025-09-27 22:24:19.403530,inf
exclusiva casa de un nivel en venta en bajamar,1550000.0,61.59,,2.0,31.829754,-116.6051223,easyaviso,2025-09-27 22:24:19.403530,25166.423120636464
se vende casa en loma dorada en ensenada,3989002.5,403.8,3.0,3.0,31.7865797947,-116.5689130345,easyaviso,2025-09-27 22:24:19.403530,9878.65898959881
condominio punta banda 1er piso 1.55 millones,800000.0,306.0,,,31.8188720795,-116.5782237897,easyaviso,2025-09-27 22:24:19.403530,2614.37908496732
casa en venta,15625125.0,448.68,5.0,5.0,31.9050519922,-116.7291404169,easyaviso,2025-09-27 22:24:19.403530,34824.652313452796
casa en venta amueblada  valle de guadalupe,7804860.2325,172.0,2.0,2.0,31.892419,-116.5620032,easyaviso,2025-09-27 22:24:19.403530,45377.094375
promose vende casa campestre con excelente vista a la bahia en obra negra,6397110.0,130.0,2.0,2.0,31.7939025,-116.5781326,easyaviso,2025-09-27 22:24:19.403530,49208.53846153846
casa en venta en cibolas del mar,8989042.5,123.7,2.0,2.0,31.8874237,-116.6890954,easyaviso,2025-09-27 22:24:19.403530,72668.08811641067
casa en venta en punta piedra,3855000.0,108.87,2.0,3.0,31.8857329365,-116.6113201412,easyaviso,2025-09-27 22:24:19.403530,35409.20363736567
departamento en venta 2 rec vista al mar ensenada bc,6433875.0,204.0,3.0,3.0,31.7705071656,-116.5573542315,easyaviso,2025-09-27 22:24:19.403530,31538.602941176472
departamento frente al mar 350000 dlls  puerto salina,5422837.5,160.0,2.0,3.0,31.8180585,-116.5938115,easyaviso,2025-09-27 22:24:19.403530,33892.734375
condominio venta  pacifica 502,1286775.0,500.0,,,31.8618449,-116.6243369,easyaviso,2025-09-27 22:24:19.403530,2573.55
departamento en venta en la salina marina tower,1100000.0,,,2.0,32.0647778,-116.6013644,easyaviso,2025-09-27 22:24:19.403530,
condominio  punta banda,5367690.0,,2.0,3.0,31.7604917,-116.5381358,easyaviso,2025-09-27 22:24:19.403530,
casa lomas del campanario,8500000.0,314.0,2.0,3.0,31.8826571428,-116.6245502803,easyaviso,2025-09-27 22:24:19.403530,27070.063694267516
casa en venta en san carlos,4800000.0,188.0,2.0,4.0,31.8521558,-116.5965171,easyaviso,2025-09-27 22:24:19.403530,25531.91489361702
casa centrica en venta fracc. playa ensenada,3000000.0,,2.0,3.0,31.7221607414,-116.5755727677,easyaviso,2025-09-27 22:24:19.403530,
casa en venta colonia empleados ensenada baja california,3760000.0,,2.0,3.0,31.8861452,-116.6043404,easyaviso,2025-09-27 22:24:19.403530,
casa en venta fraccionamiento buenaventura,10050000.0,153.0,2.0,2.0,31.8607969901,-116.6491252184,easyaviso,2025-09-27 22:24:19.403530,65686.27450980392
casa en venta en maneadero,4950000.0,180.0,3.0,4.0,31.8797674105,-116.6470395769,easyaviso,2025-09-27 22:24:19.403530,27500.0
casa nueva en valle verde,3300000.0,125.0,2.0,3.0,31.8537649768,-116.5711163708,easyaviso,2025-09-27 22:24:19.403530,26400.0
departamento amueblado en venta en torre barlovento ensenada b.c.,800000.0,,,,31.8072417,-116.587155,easyaviso,2025-09-27 22:24:19.403530,
casa en venta,2750000.0,146.0,2.0,4.0,31.8072417,-116.587155,easyaviso,2025-09-27 22:24:19.403530,18835.616438356163
casa en venta,3492675.0,868.5,,,31.9069941592,-116.7217379773,easyaviso,2025-09-27 22:24:19.403530,4021.502590673575
casa nueva en venta,639711.0,400.0,,,31.7624917,-116.5361358,easyaviso,2025-09-27 22:24:19.403530,1599.2775
casa en valle de guadalupe,2500000.0,73.0,2.0,3.0,31.8116865505,-116.5875363262,easyaviso,2025-09-27 22:24:19.403530,34246.57534246575
venta condominio en catavina 1 puerta del mar ensenada,1378687.5,372.0,,,32.0923712,-116.845142,easyaviso,2025-09-27 22:24:19.403530,3706.1491935483873
hermoso departamento frente al mar 450000 dlls,45956250.0,0.0,8.0,5.0,32.0938435403,-116.5757101311,easyaviso,2025-09-27 22:24:19.403530,inf
magnifica residencia en venta en ensenada,4950000.0,180.0,3.0,4.0,31.8822271686,-116.6430196336,easyaviso,2025-09-27 22:24:19.403530,27500.0
hacienda murmullo de agua en valle de guadalupe en venta,3650000.0,390.0,2.0,3.0,31.876086935,-116.5646072715,easyaviso,2025-09-27 22:24:19.403530,9358.97435897436
hermosa casa en venta en privada isla coronado,39522375.0,400.0,,,32.0956281,-116.572572,easyaviso,2025-09-27 22:24:19.403530,98805.9375
casa en venta en fraccionamiento mar de ensenada en ensenada baja california,2738992.5,816.9,,,31.9032814,-116.6907397,easyaviso,2025-09-27 22:24:19.403530,3352.9103929489534
casa en venta rincon del mar ensenada b.c.,7353000.0,450.0,5.0,6.0,31.8720778,-116.6623916,easyaviso,2025-09-27 22:24:19.403530,16340.0
casa en venta,13786875.0,500.0,5.0,7.0,31.8457641,-116.612812,easyaviso,2025-09-27 22:24:19.403530,27573.75
enalto  condominios en preventa,7353000.0,0.0,,,32.0038278,-116.6725972,easyaviso,2025-09-27 22:24:19.403530,inf
se vende hermosa casa en loma dorada con vista al mar,1286775.0,500.0,,,32.1285466498,-116.5346690726,easyaviso,2025-09-27 22:24:19.403530,2573.55
casa en campo de golf baja country club,1375000.0,68.98,,3.0,31.9006120668,-116.5843383249,easyaviso,2025-09-27 22:24:19.403530,19933.314004059146
excelente casa venta frente al mar,5422837.5,,2.0,3.0,31.818065411,-116.5935225187,easyaviso,2025-09-27 22:24:19.403530,
casa de lujo frente al mar en punta piedra,6000000.0,405.0,3.0,3.0,31.8558183905,-116.5854728181,easyaviso,2025-09-27 22:24:19.403530,14814.814814814816
casa en venta en privada villas del cedro iii,545000.0,,3.0,3.0,31.8803792161,-116.6834855697,easyaviso,2025-09-27 22:24:19.403530,
casa en venta,3750000.0,122.86,2.0,3.0,31.8919091434,-116.6757167973,easyaviso,2025-09-27 22:24:19.403530,30522.54598730262
condominio de lujo en venta,1617660.0,743.0,,,32.0926281,-116.575572,easyaviso,2025-09-27 22:24:19.403530,2177.200538358008
casa nueva modelo terra plus en venta con roof garden  gaia residencial,3200000.0,92.48,2.0,2.0,31.8920153243,-116.6758658597,easyaviso,2025-09-27 22:24:19.403530,34602.07612456747
fracc.  valle verde ensenada b.c.,3989002.5,403.8,3.0,3.0,31.7865797947,-116.5689130345,easyaviso,2025-09-27 22:24:19.403530,9878.65898959881
casa nueva modelo gea en venta con roof garden  gaia residencial,4595625.0,340.0,3.0,3.0,31.885367,-116.6248134,easyaviso,2025-09-27 22:24:19.403530,13516.54411764706
casa en venta en el valle de guadalupe amueblada,2900000.0,73.68,2.0,2.0,31.8923086,-116.6917975,easyaviso,2025-09-27 22:24:19.403530,39359.391965255156
propiedad en venta con 2 casas frente al estero esteban cantu ensenada b.c.,5514750.0,240.0,,2.0,32.0048278,-116.6715972,easyaviso,2025-09-27 22:24:19.403530,22978.125
fracc. vinedos del mar  sauzal ensenada b.c.,5940000.0,125.0,2.0,2.0,31.8756852035,-116.6232465445,easyaviso,2025-09-27 22:24:19.403530,47520.0
casa en venta,4450000.0,134.0,2.0,3.0,31.80385,-116.5841889,easyaviso,2025-09-27 22:24:19.403530,33208.9552238806
proyecto mm ranch,8569000.0,172.0,2.0,2.0,31.8775715318,-116.6222977491,easyaviso,2025-09-27 22:24:19.403530,49819.767441860466
departamento centrico en venta modernos amenidades,9800000.0,282.0,3.0,3.0,31.867649,-116.6276616,easyaviso,2025-09-27 22:24:19.403530,34751.77304964539
fracc. residencial andarez,3950000.0,160.0,4.0,4.0,31.8902937169,-116.6120493264,easyaviso,2025-09-27 22:24:19.403530,24687.5
departamento en venta nuevo centrico pet friendly,3500000.0,73.0,2.0,2.0,31.9146405726,-116.6916496343,easyaviso,2025-09-27 22:24:19.403530,47945.20547945205
casa en venta,4000000.0,137.0,2.0,3.0,31.915148063,-116.6917836195,easyaviso,2025-09-27 22:24:19.403530,29197.080291970804
